vPHOS,vTP,iTCO2,Carotenoids_whole_blood,vUA,iGlu,vCK,iHct,iCl,iNa,iAnGap,vGLU,iK,iHb,vGLOB,vK,vAST,vALB,vCA,vNA,Age,FH
3.4,2.9,29.0,0.25,3.4,235.0,3466.0,21.0,107.0,143.0,14.0,243.0,5.3,7.1,0.7,6.3,196.0,2.1,15.4,155.0,21.0,0.0
5.7,4.1,18.0,0.43,5.5,244.0,1112.0,23.0,109.0,142.0,22.0,258.0,6.1,7.8,1.9,7.4,229.0,2.2,14.9,154.0,21.0,0.0
6.2,4.4,35.0,1.55,8.0,264.0,1318.0,25.0,103.0,145.0,14.0,274.0,5.5,8.5,2.0,5.2,146.0,2.4,12.9,154.0,27.0,0.0
8.0,3.2,25.0,0.572527589,4.0,237.0,3645.4,21.0,120.0,152.0,15.0,243.0,6.9,7.1,1.1,5.2,556.0,2.1,12.3,160.0,42.0,0.0
2.2,3.2,21.0,0.56,8.1,232.0,3524.0,21.0,111.0,143.0,19.0,240.0,7.1,7.1,1.1,6.76,196.0,2.1,13.0,154.0,28.0,0.0
6.3,2.8,21.0,0.44,7.7,251.0,1206.0,19.0,112.0,146.0,19.0,256.0,5.1,6.5,1.0,5.8,166.0,1.8,11.9,160.0,10.0,0.0
6.5,2.5,22.0,0.58,11.9,192.0,5246.0,17.0,107.0,139.0,16.0,191.0,4.3,5.8,1.0,4.9,218.0,1.5,12.0,148.0,7.0,0.0
6.0,2.7,25.8,0.3,4.6,253.0,1760.0,20.0,111.0,145.0,14.6,260.0,4.7,6.8,1.0,5.9,176.0,1.8,11.3,148.0,15.0,0.0
1.8,3.1,27.0,0.205159877,2.9,243.0,3524.2,15.0,109.0,142.0,12.0,245.0,5.6,5.1,0.5,6.34,375.0,2.6,11.5,149.0,42.0,0.0
5.0,2.6,29.0,1.297238175,2.5,239.0,3301.0,17.0,112.0,143.0,8.0,244.0,5.1,5.8,0.8,6.1,179.0,1.8,11.1,147.0,23.0,0.0
5.4,3.0,24.0,0.84,5.5,226.0,3645.4,20.0,110.0,145.0,16.0,245.0,5.0,6.8,0.6,5.28,560.0,2.4,12.7,164.0,15.0,0.0
7.6,3.5,28.0,2.021297602,11.6,191.0,4988.0,21.0,108.0,141.0,13.0,188.0,6.0,7.1,1.6,7.6,224.0,2.0,14.0,149.0,21.0,0.0
7.3,3.1,26.0,1.42,6.4,237.0,2593.0,20.0,106.0,139.0,14.0,244.0,5.7,6.8,0.9,6.8,151.0,2.2,11.7,147.0,21.0,0.0
8.3,2.7,21.0,0.71,10.4,243.0,2726.0,18.0,111.0,141.0,17.0,256.0,6.4,6.1,0.7,7.6,182.0,2.0,12.8,152.0,14.0,0.0
5.7,3.5,24.0,3.02,3.5,253.0,5305.6,23.0,112.0,149.0,19.0,264.0,5.2,7.8,1.6,7.7,244.0,1.9,11.2,158.0,47.0,0.0
6.2,3.2,25.0,0.6,4.3,240.0,1837.0,22.0,109.0,147.0,21.0,238.0,6.3,7.5,1.3,7.2,170.0,2.0,12.6,154.0,26.0,0.0
7.8,6.4,22.0,0.29,4.1,236.0,727.0,28.0,116.0,155.0,22.0,234.0,4.7,9.5,4.8,5.5,248.0,1.5,13.0,157.0,21.0,1.0
5.6,2.7,31.0,0.67,4.5,248.0,1184.0,18.0,106.0,141.0,10.0,257.0,5.4,6.1,0.8,5.9,187.0,1.9,11.6,149.0,17.0,0.0
5.3,2.6,25.0,1.14,8.9,256.0,1332.0,18.0,105.0,136.0,13.0,256.0,5.7,6.1,0.8,6.9,153.0,1.7,11.6,144.0,19.0,0.0
7.3,3.0,27.0,0.390777606,5.5,252.0,1563.0,20.0,111.0,144.0,13.0,255.0,5.7,6.8,1.1,6.5,178.0,1.8,11.4,147.0,22.0,0.0
5.1,3.1,26.0,1.99,7.2,198.0,941.0,18.0,108.0,139.0,10.0,204.0,4.6,6.1,0.9,5.5,174.0,2.1,12.1,149.0,7.0,1.0
6.4,2.2,20.0,0.47,4.1,242.0,2261.0,20.0,109.0,141.0,19.0,253.0,5.4,6.8,0.5,6.1,346.0,1.7,11.3,148.0,7.0,0.0
2.3,3.2,24.0,7.62,2.0,242.0,3636.6,20.0,111.0,145.0,18.0,241.0,5.9,6.8,1.4,6.26,348.0,1.8,11.9,154.0,35.0,0.0
6.8,3.2,18.0,1.133287798,7.8,222.0,4435.4,21.0,117.0,144.0,17.0,237.0,6.1,7.1,1.0,7.8,304.0,2.2,12.9,162.0,16.0,0.0
6.3,3.5,28.0,0.104907276,10.8,246.0,837.0,21.8,100.0,138.0,16.0,245.0,4.6,7.42,2.3,5.5,156.0,1.1,11.8,141.0,17.0,0.0
6.5,3.7,31.0,3.3388,7.6,272.0,3734.8,25.0,113.0,153.0,17.0,275.0,7.1,8.5,1.5,7.3,386.0,2.2,11.9,160.0,43.0,0.0
6.9,2.9,29.0,2.67,6.8,239.0,3461.0,18.0,108.0,141.0,12.0,253.0,7.1,6.1,0.8,7.5,202.0,2.1,11.2,153.0,27.0,0.0
4.9,3.2,21.0,0.499530281,7.3,260.0,1274.0,25.0,107.0,141.0,18.0,278.0,4.3,8.5,0.8,4.1,209.0,2.4,12.3,152.0,9.0,0.0
6.2,3.1,34.0,1.54,4.5,239.0,3198.0,23.0,103.0,143.0,13.0,245.0,5.4,7.8,1.0,7.5,239.0,2.1,11.2,150.0,26.0,0.0
9.3,3.2,18.0,3.14,6.2,248.0,6079.0,22.0,116.0,148.0,21.0,256.0,6.2,7.5,1.4,6.340000000000001,378.0,1.8,12.2,161.0,42.0,1.0
5.2,2.9,25.0,1.12,3.1,230.0,3147.2,24.0,108.0,145.0,18.0,227.0,5.0,8.2,1.0,6.2,429.0,1.9,11.4,149.0,28.0,0.0
5.6,2.6,25.0,1.37,8.2,228.0,2352.0,21.0,109.0,145.0,17.0,234.0,4.9,7.1,0.6,5.5,164.0,2.0,11.4,152.0,21.0,0.0
6.3,2.6,24.0,1.13,3.6,256.0,1346.0,16.0,108.0,140.0,14.0,273.0,5.0,5.4,0.8,5.7,145.0,1.8,11.3,152.0,30.0,0.0
5.9,2.4,22.0,0.72,7.3,237.0,1005.0,17.0,108.0,138.0,14.0,246.0,5.1,5.8,0.6,6.2,182.0,1.8,12.9,156.0,8.0,0.0
5.3,2.5,23.0,0.48,5.4,229.0,2031.0,17.0,103.0,136.0,16.0,235.0,5.8,5.8,0.9,7.0,163.0,1.6,11.8,147.0,14.0,0.0
5.8,3.3,23.0,7.66,5.8,256.0,3202.0,23.0,105.0,137.0,16.0,260.0,5.6,7.8,1.4,6.1,173.0,2.0,10.8,149.0,24.0,0.0
5.5,3.3,22.0,1.3,7.4,239.2,3462.0,22.0,113.0,145.0,17.0,230.0,6.5,7.5,1.4,7.5,162.0,1.9,11.7,158.0,29.0,0.0
6.8,3.1,20.0,0.8447216689999999,6.7,245.0,3003.0,22.0,111.0,144.0,20.0,257.0,6.2,7.5,1.2,7.4,186.0,1.9,11.8,154.0,29.0,0.0
5.1,3.1,21.0,1.28,12.9,208.0,3484.2,22.0,112.0,140.0,14.0,201.0,6.3,7.5,0.9,8.1,201.0,2.2,12.3,156.0,23.0,0.0
5.8,2.5,28.0,1.08,7.0,248.0,1194.0,16.0,106.0,140.0,12.0,259.0,5.3,5.4,0.7,6.0,175.0,1.8,11.8,149.0,15.0,0.0
5.6,3.3,21.0,2.865676714,5.5,233.0,3021.0,20.0,118.0,143.0,11.0,235.0,5.1,6.8,1.3,6.1,218.0,2.0,11.1,152.0,26.0,0.0
9.6,3.4,24.0,0.552414459,12.6,301.0,6585.0,27.0,114.0,140.0,11.0,328.0,7.9,9.2,0.9,7.62,318.0,2.6,14.6,159.0,22.0,0.0
7.6,2.9,24.0,0.3535717579999999,8.3,247.0,1162.0,16.0,105.0,138.0,15.0,268.0,5.2,5.4,1.0,6.7,176.0,1.9,11.700000000000001,156.0,10.0,0.0
5.4,3.2,22.0,1.48,7.6,218.0,5148.0,21.0,109.0,143.0,20.0,226.0,5.7,7.1,1.3,7.8,193.0,1.9,11.8,153.0,29.0,0.0
6.4,4.2,30.0,3.71,6.0,245.0,5258.2,23.0,109.0,147.0,15.0,254.0,5.6,7.8,1.6,7.68,320.0,2.6,12.4,157.0,42.0,0.0
6.3,2.8,22.0,0.68,10.0,239.0,1214.0,18.0,108.0,140.0,17.0,251.0,5.4,6.1,1.5,6.2,153.0,1.4,12.1,145.0,10.0,0.0
7.2,2.2,25.0,0.48,4.2,253.0,1007.0,17.0,111.0,142.0,13.0,266.0,5.8,5.8,0.5,6.8,157.0,1.7,11.5,151.0,12.0,0.0
6.6,3.9,29.0,2.31,8.8,234.0,4196.4,26.0,110.0,142.0,10.0,241.0,5.2,8.8,1.6,6.1,1173.0,2.3,12.1,155.0,49.0,0.0
6.3,2.4,26.0,0.97,5.4,286.0,2227.0,15.0,104.0,139.0,15.0,287.0,5.1,5.1,0.6,6.3,159.0,1.8,12.0,148.0,15.0,0.0
6.2,2.4,23.0,0.51,7.2,238.0,1755.0,18.0,107.0,140.0,16.0,248.0,5.3,6.1,0.7,6.2,154.0,1.6,10.9,142.0,13.0,0.0
5.1,3.7,25.0,2.69,3.2,239.0,5118.2,22.0,111.0,148.0,19.0,247.0,5.2,7.5,1.5,6.18,330.0,2.2,11.8,158.0,43.0,0.0
7.0,3.5,22.0,1.381773035,2.6,237.0,973.0,20.0,114.0,141.0,12.0,250.0,6.0,6.8,1.1,7.1,211.0,2.3,12.5,156.0,16.0,0.0
1.3,3.3,19.0,0.36,3.3,251.0,1681.0,17.0,112.0,146.0,21.0,259.0,5.7,5.8,1.8,6.8,194.0,1.5,12.6,154.0,28.0,0.0
5.0,3.4,21.0,1.5382360330000002,9.9,254.0,7064.0,17.0,116.0,146.0,16.0,268.0,5.4,5.8,1.4,8.1,245.0,2.0,11.1,157.0,33.0,1.0
6.6,3.0,24.0,1.390320376,4.8,272.0,3881.0,20.0,110.0,145.0,18.0,277.0,6.2,6.8,1.0,7.779999999999999,362.0,2.0,12.3,154.0,42.0,0.0
3.7,2.7,19.0,0.75,11.0,204.0,1847.0,19.0,111.0,141.0,17.0,204.0,5.5,6.5,0.9,7.1,200.0,1.8,11.3,147.0,18.0,0.0
2.5,2.6,21.0,0.21,6.4,215.0,2142.0,20.0,108.0,143.0,20.0,217.0,5.4,6.8,0.9,6.3,226.0,1.7,11.6,148.0,15.0,1.0
5.3,2.2,22.0,0.31,3.9,243.4,1155.0,19.0,106.0,143.0,22.0,243.0,5.4,6.5,0.5,7.0,159.0,1.8,11.5,152.0,14.0,0.0
8.6,2.7,26.0,1.297238175,16.4,171.0,6840.0,21.0,112.0,140.0,9.0,177.0,6.8,7.1,0.7,7.8,221.0,1.9,14.6,155.0,21.0,0.0
5.2,3.3,21.0,2.34,4.6,215.0,5457.6,20.0,116.0,146.0,15.0,215.0,5.2,6.8,1.2,8.2,263.0,2.1,11.7,154.0,49.0,0.0
4.1,2.7,24.0,1.49,3.2,225.0,1058.0,19.0,116.0,147.0,13.0,234.0,5.3,6.5,0.7,6.4,184.0,2.0,11.9,154.0,9.0,0.0
6.0,2.5,24.0,0.2166403439999999,7.1,253.0,2611.0,17.0,105.0,137.0,14.0,268.0,5.2,5.8,0.8,6.3,212.0,1.6,11.9,152.0,10.0,0.0
3.9,2.1,19.0,0.69,5.3,247.0,2819.0,15.0,106.0,141.0,23.0,246.0,5.4,5.1,0.6,6.9,170.0,1.5,12.1,149.0,16.0,0.0
5.6,3.6,29.0,3.77,4.0,258.0,3645.4,26.0,114.0,148.0,10.0,268.0,4.4,8.8,1.1,5.2,516.0,2.5,11.7,153.0,49.0,0.0
6.1,3.0,26.0,0.94,7.0,238.0,2451.0,19.0,110.0,139.0,9.0,246.0,5.4,6.5,0.9,6.7,185.0,2.1,11.2,151.0,21.0,0.0
3.3,2.6,22.0,0.3,9.8,217.0,4190.0,18.0,110.0,142.0,17.0,214.0,6.3,6.1,1.3,7.5,361.0,1.3,11.3,148.0,18.0,0.0
2.2,5.8,20.0,0.87,3.8,223.0,6144.0,29.0,119.0,160.0,26.0,223.0,4.1,9.9,4.8,5.8,232.0,1.0,12.1,159.0,41.0,0.0
6.8,3.1,20.0,1.511774916,2.9,236.0,2108.0,19.0,111.0,141.0,16.0,253.0,5.3,6.5,0.8,6.5,207.0,2.4,12.1,157.0,16.0,0.0
6.1,3.0,27.0,0.37,4.9,237.0,1156.0,17.0,106.0,138.0,11.0,248.0,5.1,5.8,1.7,6.0,142.0,1.3,11.8,150.0,13.0,0.0
2.8,3.0,22.0,0.46,14.9,122.0,2598.0,20.0,111.0,139.0,12.0,121.0,5.0,6.8,1.2,6.1,225.0,1.8,10.9,147.0,20.0,0.0
6.7,3.3,23.0,0.46,8.5,257.0,3645.4,19.0,109.0,146.0,21.0,321.0,5.7,6.5,1.2,4.2,630.0,2.1,15.5,157.2,36.0,0.0
7.0,2.5,20.0,0.64,9.6,221.0,3011.0,21.0,110.0,143.0,19.0,235.0,5.4,7.1,0.6,6.0,180.0,1.9,11.7,154.0,21.0,0.0
3.0,3.9,17.0,1.2,3.2,250.0,3390.0,25.0,120.0,154.0,26.0,267.0,7.2,8.5,1.8,7.220000000000001,218.0,2.1,13.9,166.0,36.0,0.0
6.4,3.7,25.0,3.72,7.3,246.0,3736.4,23.0,111.0,145.0,16.0,255.0,5.8,7.8,1.3,6.26,366.0,2.3,11.6,153.0,42.0,1.0
6.0,2.5,21.0,0.34,7.7,233.0,886.0,21.0,106.0,143.0,22.0,236.0,5.6,7.1,0.7,6.7,159.0,1.8,12.9,147.0,16.0,0.0
4.7,3.2,19.0,1.64,4.6,203.0,4145.0,20.0,112.0,141.0,16.0,211.0,5.0,6.8,1.2,5.7,194.0,2.0,11.0,148.0,29.0,0.0
7.2,4.2,28.0,2.78,3.5,242.0,3534.6,24.0,112.0,146.0,14.0,246.0,6.7,8.2,1.7,4.840000000000001,513.0,2.6,12.2,155.0,42.0,0.0
2.7,2.6,21.0,0.23,4.6,243.0,1019.0,22.0,108.0,146.0,23.0,241.0,5.8,7.5,1.2,6.6,151.0,1.4,11.6,151.0,26.0,0.0
6.1,3.0,22.0,0.23,6.5,237.0,2045.0,21.0,107.0,142.0,19.0,256.0,5.3,7.1,1.0,6.6,180.0,2.0,13.4,156.0,21.0,0.0
5.6,4.9,26.0,0.87,10.9,172.0,1355.0,25.0,116.0,150.0,14.0,174.0,4.8,8.5,3.7,5.6,362.0,1.2,11.2,153.0,16.0,0.0
8.4,4.3,26.0,0.4,2.2,268.0,1440.0,22.0,106.0,144.0,18.0,274.0,5.7,7.5,2.2,6.6,176.0,2.1,12.9,153.0,21.0,0.0
6.0,3.0,18.0,0.840587139,3.2,224.0,7227.0,18.0,115.0,140.0,14.0,227.0,5.3,6.1,1.3,8.4,291.0,1.7,11.2,147.0,26.0,0.0
7.3,3.4,24.0,3.587638429,2.5,236.0,3433.4,22.0,116.0,142.0,9.0,242.0,5.4,7.5,1.4,7.2,214.0,2.0,12.7,152.0,27.0,0.0
5.4,3.2,24.0,1.62,6.6,250.0,5477.0,22.0,111.0,145.0,16.0,255.0,5.1,7.5,1.4,7.2,222.0,1.9,10.4,144.0,36.0,0.0
2.2,4.0,20.0,1.48,3.8,359.0,6237.0,25.0,110.0,148.0,25.0,353.0,5.6,8.5,2.3,7.359999999999999,251.0,1.8,12.4,154.0,37.0,1.0
7.2,2.9,24.0,2.81,3.8,257.0,3061.0,20.0,110.0,143.0,17.0,262.0,6.1,6.8,0.9,7.6,187.0,2.1,11.6,152.0,33.0,0.0
4.8,2.6,21.0,0.4,6.6,196.0,1332.0,18.0,114.0,144.0,16.0,204.0,5.7,6.1,1.0,6.7,174.0,1.7,11.7,154.0,22.0,0.0
5.2,2.2,22.0,0.98,5.9,286.0,1618.0,17.0,104.0,141.0,21.0,287.0,4.8,5.8,0.5,5.7,174.0,1.6,11.5,148.0,14.0,0.0
4.3,2.6,27.0,0.42,5.3,286.0,1009.0,18.0,104.0,140.0,15.0,300.0,5.2,6.1,0.6,6.0,182.0,1.9,14.4,149.0,12.0,0.0
5.8,3.2,22.0,0.87,6.5200000000000005,250.0,3643.6,24.0,112.0,142.0,15.0,261.0,5.9,8.2,1.0,7.260000000000001,348.0,2.3,11.9,151.0,23.0,0.0
5.6,3.9,26.0,1.22,5.9,212.0,3667.2,20.0,107.0,146.0,19.0,210.0,5.3,6.8,2.1,6.38,406.0,1.8,12.4,155.0,44.0,0.0
6.4,2.6,24.0,0.49,3.2,207.0,1197.0,17.0,114.0,144.0,13.0,219.0,5.3,5.8,1.0,5.9,148.0,1.5,11.5,152.0,10.0,0.0
5.8,2.5,25.0,0.78,7.6,246.0,1713.0,19.0,108.0,143.0,16.0,258.0,6.0,6.5,0.6,7.2,189.0,1.9,11.2,150.0,14.0,0.0
3.7,2.4,24.0,3.55,2.2,216.0,811.0,17.0,106.0,137.0,14.0,221.0,4.5,5.8,0.6,5.4,174.0,1.8,10.4,145.0,5.0,0.0
6.1,3.0,21.0,0.46,12.5,232.0,4904.2,21.0,114.0,138.0,12.0,240.0,8.1,7.1,0.9,7.720000000000001,253.0,2.1,12.3,156.0,22.0,0.0
6.4,3.2,27.0,0.08,8.0,218.0,3519.0,20.0,107.0,140.0,12.0,221.0,5.0,6.8,1.6,6.6,214.0,1.6,12.0,145.0,16.0,0.0
7.1,3.6,23.0,1.24,5.3,240.0,5982.6,24.0,106.0,146.0,24.0,243.0,6.4,8.2,1.4,7.26,254.0,2.2,11.8,155.0,28.0,0.0
6.6,2.9,20.0,1.54,7.4,260.0,4726.0,22.0,111.0,142.0,18.0,263.0,5.6,7.5,0.8,6.5,169.0,2.1,11.6,150.0,26.0,0.0
7.1,2.7,28.0,1.35,7.6,304.0,1085.0,18.0,106.0,140.0,13.0,315.0,5.5,6.1,0.7,6.1,157.0,1.9,11.9,147.0,15.0,0.0
5.8,3.4,23.0,2.64,6.9,239.0,4532.0,22.0,118.0,146.0,12.0,247.0,5.9,7.5,1.3,7.0,198.0,2.1,11.5,157.0,35.0,0.0
2.3,3.6,21.0,0.9,3.7,242.0,2077.0,21.0,111.0,148.0,24.0,243.0,6.5,7.1,1.7,8.2,188.0,1.9,12.6,156.0,35.0,0.0
5.7,3.3,25.0,2.03,6.5,255.0,7307.0,20.0,114.0,142.0,9.0,267.0,5.3,6.8,1.2,7.2,252.0,2.0,11.3,153.0,29.0,0.0
5.0,3.3,19.0,0.76,5.8,234.0,4814.4,21.0,113.0,145.0,20.0,234.0,5.5,7.1,1.4,5.959999999999999,333.0,1.9,11.5,148.0,40.0,0.0
6.4,3.0,21.0,1.18,3.7,246.0,5579.4,20.0,111.0,148.0,23.0,249.0,5.9,6.8,1.2,8.0,243.0,1.8,11.3,150.0,43.0,0.0
5.7,3.4,28.0,0.35,5.3,249.0,4787.0,23.0,105.0,143.0,17.0,263.0,6.0,7.8,1.5,7.8,187.0,1.9,13.7,161.0,35.0,1.0
2.0,3.0,21.0,0.43,4.6,336.0,5195.0,23.0,105.0,141.0,23.0,333.0,6.1,7.8,1.5,7.5,217.0,1.5,11.0,149.0,35.0,0.0
5.0,3.2,27.0,2.03,5.2,235.0,6454.0,24.0,109.0,142.0,13.0,239.0,6.0,8.2,1.3,8.2,208.0,2.0,11.4,150.0,40.0,0.0
7.0,3.4,34.0,3.14,3.6,230.0,4967.0,20.0,107.0,141.0,6.0,239.0,4.8,6.8,0.9,6.1,205.0,2.5,11.5,149.0,27.0,0.0
6.6,3.5,27.0,2.66,8.0,242.0,3645.4,19.0,109.0,141.0,14.0,248.0,7.6,6.5,1.1,4.86,536.0,2.4,12.1,156.0,42.0,1.0
5.0,4.3,18.0,1.76471791,6.0,233.0,4497.0,24.0,117.0,147.0,18.0,255.0,5.5,8.2,2.2,7.6,223.0,2.0,11.7,157.0,44.0,0.0
7.1,4.1,29.0,3.44,6.1,234.0,4020.0,23.0,107.0,145.0,15.0,242.0,5.6,7.8,1.4,6.24,417.0,2.7,12.0,151.0,42.0,0.0
6.9,2.8,25.0,1.08,7.9,238.0,4957.0,19.0,109.0,138.0,12.0,246.0,6.1,6.5,0.7,7.6,180.0,2.1,11.3,151.0,21.0,0.0
4.6,2.4,21.0,1.14,7.4,276.0,1377.0,16.0,108.0,144.0,22.0,272.0,6.3,5.4,0.7,7.3,153.0,1.8,12.1,150.0,15.0,0.0
6.6,3.5,25.0,1.1,6.2,266.0,6484.0,23.0,106.0,145.0,21.0,264.0,5.9,7.8,1.5,7.4,226.0,2.0,11.9,152.0,28.0,0.0
4.8,3.8,23.0,0.99,2.0,222.0,3535.6,25.0,112.0,145.0,16.0,226.0,4.6,8.5,1.7,5.4399999999999995,787.0,2.1,11.2,151.0,49.0,0.0
6.3,2.6,23.0,0.441341014,4.4,216.0,3920.0,19.0,114.0,146.0,15.0,234.0,4.9,6.5,0.7,5.9,221.0,1.9,11.3,158.0,16.0,0.0
5.3,3.7,25.0,1.45,3.2,226.0,4806.0,22.0,112.0,143.0,12.0,227.0,4.5,7.5,1.6,6.0,188.0,2.1,11.1,148.0,30.0,0.0
6.2,2.9,22.0,1.23,5.0,241.0,1478.0,19.0,109.0,143.0,18.0,241.0,5.4,6.5,0.9,6.5,182.0,2.1,12.3,155.0,28.0,0.0
3.8,3.3,26.0,0.43,5.0,262.0,2241.0,23.0,109.0,144.0,16.0,262.0,6.4,7.8,1.4,7.6,186.0,1.9,11.2,152.0,37.0,0.0
6.2,4.1,26.0,1.57,7.0,235.0,4530.0,23.0,115.0,148.0,16.0,251.0,7.9,7.8,1.9,7.279999999999999,191.0,2.2,12.5,163.0,40.0,0.0
6.2,3.6,26.0,0.6753969470000001,4.6,250.0,2540.0,22.0,113.0,146.0,15.0,268.0,6.1,7.5,1.6,7.3,186.0,2.0,12.1,159.0,33.0,1.0
2.6,2.8,26.0,0.0,4.4,253.0,3178.0,20.0,105.0,142.0,17.0,246.0,4.1,6.8,1.1,8.0,246.0,1.7,12.1,155.0,21.0,0.0
5.1,3.0,22.0,0.286956565,19.0,285.0,1892.0,17.0,108.0,136.0,15.0,293.0,7.2,5.8,1.4,7.6,208.0,1.6,12.2,146.0,22.0,0.0
3.5,2.5,24.0,8.79,3.9,236.0,1446.0,18.0,111.0,136.0,6.0,244.0,4.3,6.12,0.7,5.0,182.0,1.8,10.0,142.0,1.0,0.0
6.1,3.6,25.0,2.9,4.9,206.0,3667.2,23.0,116.0,143.0,10.0,211.0,6.0,7.8,1.7,6.359999999999999,399.0,1.9,11.9,154.0,56.0,1.0
4.6,2.8,24.0,0.53,8.9,176.0,2082.0,18.0,107.0,140.0,16.0,181.0,5.8,6.1,1.0,7.0,178.0,1.8,12.0,155.0,20.0,0.0
6.9,3.4,17.0,2.011572812,8.1,331.0,4567.6,27.0,116.0,142.0,18.0,347.0,8.4,9.2,1.2,6.859999999999999,321.0,2.2,11.1,156.0,37.0,1.0
6.0,2.8,19.0,0.3,5.2,244.0,3044.0,19.0,108.0,139.0,18.0,264.0,5.5,6.5,0.9,6.8,174.0,1.8,12.2,155.0,21.0,1.0
7.0,3.4,22.0,1.3562333999999998,2.7,268.0,3874.2,20.0,114.0,147.0,18.0,272.0,6.6,6.8,1.1,7.38,423.0,2.3,12.4,153.0,42.0,0.0
6.0,3.6,24.0,1.13,5.1,264.0,3874.2,25.0,112.0,147.0,16.0,269.0,5.0,8.5,1.1,6.8,415.0,2.5,11.9,157.0,49.0,1.0
4.9,3.5,31.0,0.347430509,8.6,254.0,1138.0,23.0,99.0,137.0,12.0,272.0,4.5,7.8,1.3,6.1,221.0,2.1,12.3,154.0,16.0,0.0
6.3,2.6,32.0,1.36,5.3,275.0,1281.0,16.0,104.0,138.0,9.0,288.0,5.8,5.4,0.5,6.6,153.0,2.0,11.9,153.0,15.0,0.0
7.3,3.6,22.0,0.95,3.2,238.0,6246.0,21.0,107.0,141.0,18.0,244.0,5.7,7.1,1.8,7.4,256.0,1.7,11.9,152.0,23.0,0.0
6.6,3.3,27.0,1.24,7.0,233.0,2618.0,24.0,105.0,142.0,16.0,245.0,5.3,8.2,1.0,6.3,163.0,2.4,11.7,152.0,21.0,0.0
2.5,3.2,23.0,0.26,3.4,228.0,3210.0,23.0,109.0,142.0,18.0,245.0,6.1,7.8,1.3,7.9,218.0,1.9,13.2,164.0,22.0,0.0
5.5,2.4,25.0,0.23,10.1,155.2,1787.0,21.0,115.0,145.0,11.0,124.0,5.1,7.1,0.8,6.6,192.0,1.6,14.1,154.0,10.0,0.0
5.2,3.2,23.0,1.330847345,13.0,253.0,3116.0,18.0,108.0,137.0,12.0,274.0,5.6,6.1,1.2,7.8,167.0,2.0,13.6,155.0,16.0,0.0
5.6,3.7,25.0,1.88,6.9,214.0,3534.6,24.0,113.0,146.0,15.0,218.0,6.2,8.2,1.5,5.26,508.0,2.1,11.6,154.0,35.0,0.0
5.8,2.8,27.0,1.07,6.7,243.0,3056.0,20.0,107.0,141.0,13.0,262.0,5.5,6.8,0.8,6.4,197.0,1.9,11.5,155.0,21.0,0.0
4.9,2.5,25.0,1.16,9.5,312.0,966.0,18.0,108.0,137.0,11.0,318.0,6.7,6.1,0.7,7.7,152.0,1.9,11.5,148.0,20.0,0.0
5.5,2.3,27.0,0.72,4.8,193.0,1727.0,17.0,107.0,143.0,14.0,199.0,4.6,5.8,0.9,5.5,169.0,1.4,11.3,150.0,10.0,0.0
4.7,3.0,26.0,0.44,6.8,250.0,771.0,21.0,103.0,138.0,14.0,257.0,4.9,7.1,1.6,5.8,130.0,1.4,11.6,148.0,15.0,0.0
7.0,3.1,28.0,1.74,4.2,274.0,4088.0,23.0,107.0,148.0,20.0,289.0,6.0,7.8,0.9,8.4,214.0,2.2,12.2,164.0,37.0,0.0
4.8,3.0,24.0,0.93,9.0,175.0,5245.0,25.0,116.0,147.0,13.0,172.0,5.8,8.5,0.8,8.4,278.0,2.2,11.9,159.0,22.0,0.0
6.9,2.2,24.0,4.62,4.0,251.0,868.0,17.0,108.0,139.0,12.0,269.0,4.6,5.8,0.4,4.9,189.0,1.8,10.8,148.0,6.0,0.0
5.5,3.1,17.0,0.58,12.9,208.0,2795.0,22.0,119.0,149.0,21.0,213.0,6.7,7.5,1.3,7.7,191.0,1.8,11.7,160.0,29.0,0.0
6.6,3.3,24.0,0.41,17.5,251.0,1424.0,21.0,104.0,143.0,20.0,266.0,4.5,7.1,1.4,5.6,226.0,1.9,12.8,148.0,12.0,0.0
5.8,3.2,20.0,1.52,6.7,217.0,3676.2,23.0,109.0,142.0,19.0,220.0,4.8,7.8,1.0,6.2,230.0,2.2,11.7,148.0,26.0,0.0
7.2,3.2,25.0,0.79,7.5,294.0,2057.0,24.0,110.0,137.0,10.0,312.0,6.2,8.2,1.0,6.8,189.0,2.2,12.1,154.0,21.0,0.0
7.1,2.8,21.0,0.15,18.2,289.0,1619.0,19.0,107.0,140.0,19.0,299.0,5.2,6.5,1.0,6.2,144.0,1.7,12.4,149.0,14.0,0.0
6.3,4.0,26.0,2.13,5.2,243.0,4863.0,24.0,118.0,152.0,14.0,251.0,5.3,8.2,1.8,7.5,254.0,2.2,11.4,158.0,43.0,1.0
6.5,2.8,20.0,0.52,9.1,229.0,5691.8,22.0,116.0,151.0,21.0,241.0,5.8,7.5,1.1,7.26,246.0,1.7,10.8,159.0,38.0,0.0
5.9,2.9,22.0,0.74,3.4,231.0,3089.0,21.0,109.0,144.0,21.0,227.0,6.1,7.1,0.9,7.0,177.0,2.0,12.0,153.0,26.0,0.0
6.6,3.8,24.0,1.66,3.0,232.0,3431.0,25.0,109.0,146.0,19.0,231.0,6.1,8.5,1.5,8.1,169.0,2.3,12.4,154.0,35.0,0.0
